product_name,product_current_price,product_old_price,product_url,product_image_url,product_seller,product_availability,product_category,product_subcategory,product_weight,timestamp_timezone,product_brand,product_ram,product_storage,product_discount_amount,product_discount_percentage,product_has_discount,product_measuring_unit,product_count,product_has_image_url,product_has_ram,product_has_storage,date_id,date,day,year,month,quarter,month_name,day_name,day_of_week,day_of_year,week_of_year,is_weekend,is_holyday,holyday_name,is_workday,is_leap_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,is_week_start,is_week_end,season,is_winter,is_spring,is_summer,is_autumn,time_id,time_12,time_24,hour_12,hour_24,minute,second,meridiem,is_am,is_pm,part_of_day,is_morning,is_afternoon,is_evening,is_night,is_noon,is_midnight,is_midday,product_is_talabat_seller
Al Abd Petit Four 250 Gm,74.95,74.95,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/bakery/crispbread-rusk?aid=7924,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6224008630616.jpg,BIM,1,bakery,bakery,250.0,Africa/Cairo,eti,unknown,unknown,0.0,0.0,0,Gm,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Todo Brownies Cake - Piece,14.95,14.95,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/bakery/fresh-bakes-pastries?aid=7924,https://talabat.dhmedia.io/image/product-information-management/69c547c526dc227c37449220.png,BIM,1,bakery,bakery & pastry,0.0,Africa/Cairo,brown,unknown,unknown,0.0,0.0,0,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Molto Chocolate Cream Filled Croisant Magnum,14.75,14.75,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/bakery/pastries?aid=7924,https://talabat.dhmedia.io/image/product-information-management/676e5ff7f8fd5beef0b1397a.png,BIM,1,bakery,bakery & pastry,0.0,Africa/Cairo,magnum,unknown,unknown,0.0,0.0,0,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Dina Farms Feta Cheese 450 Gm,101.0,101.0,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/dairy-eggs/cheese?aid=7924,https://talabat.dhmedia.io/image/talabat-nv/Regional_Images/Lulu_Web_Scrapped/6224011439015.0_1.jpg,BIM,1,dairy & eggs,cheese & labneh,450.0,Africa/Cairo,dina farms,unknown,unknown,0.0,0.0,0,Gm,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Watermelon,87.2,128.23529411764707,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/fruit-veg/fresh-fruit?aid=7924,https://talabat.dhmedia.io/image/talabat-nv/Kuwait/Enrichment/Egypt/31000018.jpg,BIM,1,fresh produce,water,0.0,Africa/Cairo,unbranded,unknown,unknown,41.03529411764707,32.00000000000001,1,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Old Red Onion, 1kg",11.5,11.5,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/fruit-veg/fresh-vegetables?aid=7924,https://talabat.dhmedia.io/image/product-information-management/67f50399b6d43da91631373c.jpg,BIM,1,fresh produce,vegetables,1.0,Africa/Cairo,ion,unknown,unknown,0.0,0.0,0,Kg,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Fireway Vegetable Meat, 500g",184.95,217.58823529411765,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/poultry-meat-seafood/beef-veal?aid=7924,https://talabat.dhmedia.io/image/product-information-management/6942745ea184738108c8aa44.JPG,BIM,1,"meat, poultry & fishery",meat,500.0,Africa/Cairo,vegeta,unknown,unknown,32.63823529411766,15.000000000000007,1,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Soul Fresh Chicken Shish, 400g",104.95,104.95,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/poultry-meat-seafood/chicken-poultry?aid=7924,https://talabat.dhmedia.io/image/talabat-nv/SSC_PIM_2/6224001700385.jpg,BIM,1,"meat, poultry & fishery",chicken & poultry,400.0,Africa/Cairo,fresh,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
COLD SMOKED HERING 225-275GR DERYA,47.94,53.266666666666666,https://www.talabat.com/egypt/grocery/1000514/bim-janna-october-e626/poultry-meat-seafood/fish-seafood?aid=7924,https://talabat.dhmedia.io/image/otlob/MenuItems/derya_rengaa_225g_637449361562926750.jpg,BIM,1,"meat, poultry & fishery",fish & seafood,0.0,Africa/Cairo,cold,unknown,unknown,5.326666666666668,10.000000000000004,1,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"HOHOs King rolled Chocolate Cake with Cream, 60g",12.0,12.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/bakery/fresh-bakes-pastries?aid=10768,https://talabat.dhmedia.io/image/product-information-management/676e601cf8fd5beef0b139b4.png,Online mini market,1,bakery,bakery & pastry,60.0,Africa/Cairo,hohos,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Molto Mini Croissants with Chocolate, 50g",12.0,12.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/bakery/pastries?aid=10768,https://talabat.dhmedia.io/image/product-information-management/69a543b9a051309341ebdef7.JPG,Online mini market,1,bakery,bakery & pastry,50.0,Africa/Cairo,molto,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Suntop Orange Juice, 250ml",17.0,17.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/beverages/juices?aid=10768,https://talabat.dhmedia.io/image/nv-eg/Zaher/27%20oct/6224001167423.jpg,Online mini market,1,beverages,juices,250.0,Africa/Cairo,orange,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Coca Cola Soft Drink Can, 330ml",20.0,20.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/beverages/soft-drinks?aid=10768,https://talabat.dhmedia.io/image/product-information-management/697c8bc77dde5d29603dbf14.jpg,Online mini market,1,beverages,soft drinks,330.0,Africa/Cairo,coca cola,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Birell Non-Alcoholic Malt Beverage Can, 330ml",22.0,22.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/beverages/specialty-drinks?aid=10768,https://talabat.dhmedia.io/image/product-information-management/69294b6cd2091b86d7c1091f.png,Online mini market,1,beverages,beverages,330.0,Africa/Cairo,c m,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Red Bull Coconut & Berry Energy Drink, 4x250ml",260.0,260.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/beverages/sports-energy-drinks?aid=10768,https://talabat.dhmedia.io/image/product-information-management/677fc601a5ad347f29aede19.JPG,Online mini market,1,beverages,energy drink,250.0,Africa/Cairo,Red Bull,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Elano Water 600 Ml,7.0,7.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/beverages/water?aid=10768,https://talabat.dhmedia.io/image/product-information-management/689456ac9d781f686244afee.jpg,Online mini market,1,beverages,water,600.0,Africa/Cairo,elano,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Royal Herbs Anise Tea Bags, 12 Tea Bags",27.0,27.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/coffee-tea/tea?aid=10768,https://talabat.dhmedia.io/image/product-information-management/6718bf82ce0ec4d03184ebd7.png,Online mini market,1,beverages,tea,0.0,Africa/Cairo,royal herbs,unknown,unknown,0.0,0.0,0,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Dreem Cake Chef, 23g",30.0,30.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/cooking-baking/baking-ingredients?aid=10768,https://talabat.dhmedia.io/image/talabat-nv/Kuwait/Enrichment/6223001085416.jpg,Online mini market,1,snacks & sweets,cooking ingredients,23.0,Africa/Cairo,dreem,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Kellogg's Hot & Spicy Flavor Noodles Jumbo Pack, 100g",12.0,12.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/cooking-baking/noodles-soups?aid=10768,https://talabat.dhmedia.io/image/product-information-management/68309a53ea9931f0221531a7.jpg,Online mini market,1,cereals,"rice, pasta & pulses",100.0,Africa/Cairo,kellogg,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Yopolis PRO Plain Greek Yogurt, 165g",47.0,47.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/dairy-eggs/yoghurts-labneh?aid=10768,https://talabat.dhmedia.io/image/product-information-management/6798d293054b2e84974ea85e.jfif,Online mini market,1,dairy & eggs,cheese & labneh,165.0,Africa/Cairo,yopolis,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Fine Fluffy White Sterilized Soft Facial Tissue 2Ply, 480 Sheets",35.0,35.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/disposables/tissues-paper-rolls?aid=10768,https://talabat.dhmedia.io/image/product-information-management/6924998d2f59151ac8de3432.JPG,Online mini market,1,health & beauty,tissues,0.0,Africa/Cairo,fine,unknown,unknown,0.0,0.0,0,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Nestle Mega Chocolate & Almonds Ice Cream Stick, 95ml",25.0,25.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/ice-cream/bars-cones-sticks?aid=10768,missing_url,Online mini market,1,dairy & eggs,dairy & eggs,95.0,Africa/Cairo,Nestle,unknown,unknown,0.0,0.0,0,Ml,1.0,0,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Dina Farms Chocoloate Milk 0.85 L,30.0,30.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/milk/fresh-milk?aid=10768,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6224000432096.JPG,Online mini market,1,dairy & eggs,dairy & eggs,0.85,Africa/Cairo,dina farms,unknown,unknown,0.0,0.0,0,L,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Juhayna Full Cream UHT Milk, 1L",57.0,57.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/milk/long-life-milk?aid=10768,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6223000350065.JPG,Online mini market,1,dairy & eggs,dairy & eggs,1.0,Africa/Cairo,Juhayna,unknown,unknown,0.0,0.0,0,L,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Freska Bar Hazelnut 1p (15.6g),6.0,6.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/snacks-chocolate/biscuits?aid=10768,missing_url,Online mini market,1,snacks & sweets,biscuits & cakes,15.6,Africa/Cairo,freska,unknown,unknown,0.0,0.0,0,G,1.0,0,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Chipsy Cheese & Onion, 22g",12.0,12.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/snacks-chocolate/chips-dips?aid=10768,https://talabat.dhmedia.io/image/product-information-management/68a34822e2a1e69ea648ff5f.JPG,Online mini market,1,snacks & sweets,"chips, dips & snacks",22.0,Africa/Cairo,chipsy,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Milka Riso Soffiato Chocolate, 100g",105.0,105.0,https://www.talabat.com/egypt/grocery/1100132/online-mini-market-el-gaish/snacks-chocolate/chocolate?aid=10768,missing_url,Online mini market,1,chocolate,school bags,100.0,Africa/Cairo,milka,unknown,unknown,0.0,0.0,0,G,1.0,0,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Hero Baby Rice & Chicken Puree, 6+ Months, 120g",47.99,47.99,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/baby-corner/baby-food?aid=7067,https://talabat.dhmedia.io/image/product-information-management/68d632f7400eee02da661660.JPG,Metro Market,1,baby products,baby feeding,120.0,Africa/Cairo,hero,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Signal Strawberry Toothpaste for kids, 50ml",43.5,43.5,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/baby-corner/baby-hygiene?aid=7067,https://talabat.dhmedia.io/image/product-information-management/692496bc2f59151ac8dd7f1d.jpg,Metro Market,1,baby products,baby products,50.0,Africa/Cairo,signal,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Molfix Junior Pants Diapers Size 5, 56 Pieces",544.95,544.95,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/baby-corner/diapers?aid=7067,https://talabat.dhmedia.io/image/product-information-management/68c9416caee43460629e70a4.JPG,Metro Market,1,baby products,diabetes,0.0,Africa/Cairo,molfix,unknown,unknown,0.0,0.0,0,Piece,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Almarai Juice Mango, 1L",39.99,42.09473684210527,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/juices?aid=7067,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6223007520720.JPG,Metro Market,1,beverages,juices,1.0,Africa/Cairo,almarai,unknown,unknown,2.104736842105268,5.000000000000011,1,L,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Tang Orange Flavour Powder Multiserve Sachet, 40g",15.0,15.0,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/powdered-drinks?aid=7067,https://talabat.dhmedia.io/image/product-information-management/690b52c7918ef1e79df3dbaa.png,Metro Market,1,beverages,beverages,40.0,Africa/Cairo,orange,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Coca Cola Zero Soft Drink Pet Bottle, 0.95L",24.95,24.95,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/soft-drinks?aid=7067,missing_url,Metro Market,1,beverages,soft drinks,0.95,Africa/Cairo,coca cola,unknown,unknown,0.0,0.0,0,L,1.0,0,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Schweppes Pineapple Malt Drink Twist Off, 250ml",19.95,19.95,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/specialty-drinks?aid=7067,https://talabat.dhmedia.io/image/darkstores-eg/EGY_90494567.JPG,Metro Market,1,beverages,ink,250.0,Africa/Cairo,schweppes,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Red Bull Energy Drink, 250ml",60.0,60.0,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/sports-energy-drinks?aid=7067,https://talabat.dhmedia.io/image/product-information-management/691467c5ae547db4c010764b.jpg,Metro Market,1,beverages,energy drinks,250.0,Africa/Cairo,Red Bull,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Elano Water 600 Ml,6.95,6.95,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/beverages/water?aid=7067,https://talabat.dhmedia.io/image/product-information-management/689456ac9d781f686244afee.jpg,Metro Market,1,beverages,water,600.0,Africa/Cairo,elano,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
Five Stars Pancake 1 Kg,76.75,76.75,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/breakfast-food/breakfast-mixes?aid=7067,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6223001300526.JPG,Metro Market,1,baking supplies,breakfast cereals & bars,1.0,Africa/Cairo,star,unknown,unknown,0.0,0.0,0,Kg,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Abu Auf Oats, 450g",105.5,105.5,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/breakfast-food/cereals?aid=7067,https://talabat.dhmedia.io/image/product-information-management/64ec67f08d63f86d7f14dcbb.jpg,Metro Market,1,breakfast,sports,450.0,Africa/Cairo,abu auf,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Vitrac Strawberry Light Jam, 220g",33.99,33.99,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/breakfast-food/honey-jams?aid=7067,https://talabat.dhmedia.io/image/product-information-management/650811ae08443ca3cde0e7c1.jpg,Metro Market,1,pantry & ingredients,jars & spreads,220.0,Africa/Cairo,vitrac,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Nutella Chocolate Hazelnut Spread, 350g",239.99,239.99,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/breakfast-food/spreads?aid=7067,https://talabat.dhmedia.io/image/product-information-management/691ae6f80e4d2a1824cbe91b.jpg,Metro Market,1,snacks & sweets,chocolate & confectionery,350.0,Africa/Cairo,nutella,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"American Garden Coconut Cream, 400ml",135.5,135.5,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/canned-jarred/canned-fruit?aid=7067,https://talabat.dhmedia.io/image/talabat-nv/Regional_Images/UAE_Images/KWCZ51SH.jpg,Metro Market,1,fresh produce,dairy & eggs,400.0,Africa/Cairo,american garden,unknown,unknown,0.0,0.0,0,Ml,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Sunshine Tuna Chunks, 185g",62.99,67.73118279569893,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/canned-jarred/canned-seafood?aid=7067,https://talabat.dhmedia.io/image/darkstores-eg/EGY_6223000717431.JPG,Metro Market,1,"meat, poultry & fishery",fish & seafood,185.0,Africa/Cairo,sunshine,unknown,unknown,4.741182795698926,7.000000000000001,1,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
"Abu Auf White Beans, 250g 125g",18.125,18.125,https://www.talabat.com/egypt/grocery/515783/metro-market-lauran-m044/canned-jarred/canned-vegetables?aid=7067,https://talabat.dhmedia.io/image/nv-eg/Abu%20Auf%20M005/images%20(5).jfif,Metro Market,1,pantry & ingredients,vegetables,250.0,Africa/Cairo,abu auf,unknown,unknown,0.0,0.0,0,G,1.0,1,0,0,20260612,2026-06-12,12,2026,6,2,June,Friday,5,163,24,true,0,N/A,false,false,false,false,false,false,false,false,false,false,Summer,false,false,true,false,50732,05:07:32,05:07:32,5,5,7,32,AM,true,false,morning,true,false,false,false,false,false,false,false
